run_id	sequence_accession	score	percent_identity	n_reads	viral_name
SRR6235242	NC_007605.1	98	99	57873	Epstein-Barr virus
SRR6235243	NC_007605.1	98	99	50863	Epstein-Barr virus
SRR6235244	NC_007605.1	98	99	36478	Epstein-Barr virus
SRR6235443	NC_007605.1	79	99	540	Epstein-Barr virus
SRR6377531	NC_007605.1	100	99	25304	Epstein-Barr virus
SRR6377532	NC_007605.1	98	99	24624	Epstein-Barr virus
SRR6853676	NC_007605.1	100	99	11747	Epstein-Barr virus
SRR6865444	NC_007605.1	100	99	1411	Epstein-Barr virus
SRR6865447	NC_007605.1	60	99	162	Epstein-Barr virus
SRR6710122	NC_007605.1	73	99	873	Epstein-Barr virus
SRR6844901	NC_007605.1	100	98	54148	Epstein-Barr virus
SRR6844902	NC_007605.1	100	98	42536	Epstein-Barr virus
SRR6844903	NC_007605.1	100	96	14522	Epstein-Barr virus
SRR6844904	NC_007605.1	100	97	18986	Epstein-Barr virus
SRR6844905	NC_007605.1	100	97	25551	Epstein-Barr virus
SRR6844906	NC_007605.1	100	98	113498	Epstein-Barr virus
SRR6844907	NC_007605.1	100	98	127884	Epstein-Barr virus
SRR6748064	NC_007605.1	65	99	239	Epstein-Barr virus
SRR6865488	NC_007605.1	63	98	186	Epstein-Barr virus
SRR6433360	NC_007605.1	97	100	77883	Epstein-Barr virus
SRR6433361	NC_007605.1	97	100	77484	Epstein-Barr virus
SRR6433362	NC_007605.1	98	99	94996	Epstein-Barr virus
SRR6433363	NC_007605.1	97	100	62050	Epstein-Barr virus
SRR6433364	NC_007605.1	97	100	56238	Epstein-Barr virus
SRR6433365	NC_007605.1	97	100	53882	Epstein-Barr virus
SRR6433366	NC_007605.1	97	100	78204	Epstein-Barr virus
SRR6433367	NC_007605.1	97	100	99849	Epstein-Barr virus
SRR6847057	NC_007605.1	95	100	16285	Epstein-Barr virus
SRR6847058	NC_007605.1	90	100	16419	Epstein-Barr virus
SRR6847059	NC_007605.1	94	100	14966	Epstein-Barr virus
SRR6847060	NC_007605.1	89	99	8924	Epstein-Barr virus
SRR6847061	NC_007605.1	89	99	8583	Epstein-Barr virus
SRR6847062	NC_007605.1	90	100	15893	Epstein-Barr virus
SRR6841445	NC_007605.1	94	100	162415	Epstein-Barr virus
SRR7065975	NC_007605.1	100	99	23147	Epstein-Barr virus
SRR7065976	NC_007605.1	99	99	12665	Epstein-Barr virus
SRR6841446	NC_007605.1	94	100	84969	Epstein-Barr virus
SRR6841448	NC_007605.1	87	100	2092140	Epstein-Barr virus
SRR6841449	NC_007605.1	94	100	3046966	Epstein-Barr virus
SRR6847329	NC_007605.1	100	99	1112	Epstein-Barr virus
SRR6725718	NC_007605.1	57	99	403	Epstein-Barr virus
SRR7049002	NC_007605.1	76	99	263	Epstein-Barr virus
SRR7062358	NC_007605.1	72	99	35468	Epstein-Barr virus
SRR7062359	NC_007605.1	65	99	15569	Epstein-Barr virus
SRR7062360	NC_007605.1	67	99	4928	Epstein-Barr virus
SRR7062361	NC_007605.1	70	99	12550	Epstein-Barr virus
SRR7014319	NC_007605.1	53	100	16827	Epstein-Barr virus
SRR7014327	NC_007605.1	56	100	31342	Epstein-Barr virus
SRR7014344	NC_007605.1	89	100	45576	Epstein-Barr virus
SRR6994250	NC_007605.1	97	100	15828	Epstein-Barr virus
SRR6994251	NC_007605.1	84	100	9608	Epstein-Barr virus
SRR6994254	NC_007605.1	78	100	3536	Epstein-Barr virus
SRR6994255	NC_007605.1	82	100	6601	Epstein-Barr virus
SRR7170731	NC_007605.1	97	99	17071	Epstein-Barr virus
SRR7170732	NC_007605.1	98	99	15657	Epstein-Barr virus
SRR7170733	NC_007605.1	98	99	12275	Epstein-Barr virus
SRR7170734	NC_007605.1	98	99	22692	Epstein-Barr virus
SRR7170735	NC_007605.1	100	99	15380	Epstein-Barr virus
SRR7170736	NC_007605.1	100	99	10679	Epstein-Barr virus
SRR7170737	NC_007605.1	100	98	11452	Epstein-Barr virus
SRR7170738	NC_007605.1	100	98	10350	Epstein-Barr virus
SRR6898752	NC_007605.1	96	99	2975	Epstein-Barr virus
SRR6898755	NC_007605.1	88	99	3071	Epstein-Barr virus
SRR6898756	NC_007605.1	75	99	622	Epstein-Barr virus
SRR7271186	NC_007605.1	64	100	224	Epstein-Barr virus
SRR6898757	NC_007605.1	82	99	925	Epstein-Barr virus
SRR7271187	NC_007605.1	70	100	254	Epstein-Barr virus
SRR6946143	NC_007605.1	97	100	436702	Epstein-Barr virus
SRR6946144	NC_007605.1	98	100	307028	Epstein-Barr virus
SRR6946145	NC_007605.1	97	100	877401	Epstein-Barr virus
SRR7252609	NC_007605.1	100	100	18530	Epstein-Barr virus
SRR6946146	NC_007605.1	97	100	124127	Epstein-Barr virus
SRR7252610	NC_007605.1	100	100	18330	Epstein-Barr virus
SRR6946147	NC_007605.1	97	100	124972	Epstein-Barr virus
SRR7252611	NC_007605.1	100	99	12072	Epstein-Barr virus
SRR6946148	NC_007605.1	97	100	102740	Epstein-Barr virus
SRR7252612	NC_007605.1	100	100	13051	Epstein-Barr virus
SRR6946149	NC_007605.1	97	100	157916	Epstein-Barr virus
SRR6946150	NC_007605.1	97	100	141478	Epstein-Barr virus
SRR6946151	NC_007605.1	97	100	100800	Epstein-Barr virus
SRR6898768	NC_007605.1	69	99	750	Epstein-Barr virus
SRR6898769	NC_007605.1	79	99	773	Epstein-Barr virus
SRR6898770	NC_007605.1	73	99	1039	Epstein-Barr virus
SRR6898771	NC_007605.1	74	99	532	Epstein-Barr virus
SRR7010503	NC_007605.1	97	100	1085	Epstein-Barr virus
SRR7010505	NC_007605.1	97	100	2435	Epstein-Barr virus
SRR7010506	NC_007605.1	97	100	396805	Epstein-Barr virus
SRR7010507	NC_007605.1	97	100	199540	Epstein-Barr virus
SRR7010508	NC_007605.1	97	100	329553	Epstein-Barr virus
SRR6396158	NC_007605.1	76	98	512	Epstein-Barr virus
SRR7207171	NC_007605.1	86	99	3577	Epstein-Barr virus
SRR7207173	NC_007605.1	100	99	17083	Epstein-Barr virus
SRR7207176	NC_007605.1	59	100	2407	Epstein-Barr virus
SRR7207177	NC_007605.1	100	99	10714	Epstein-Barr virus
SRR7207180	NC_007605.1	100	99	14411	Epstein-Barr virus
SRR7207182	NC_007605.1	93	99	5569	Epstein-Barr virus
SRR7207183	NC_007605.1	97	100	22535	Epstein-Barr virus
SRR7207188	NC_007605.1	90	99	6880	Epstein-Barr virus
SRR7073607	NC_007605.1	57	99	319	Epstein-Barr virus
SRR7073611	NC_007605.1	50	99	210	Epstein-Barr virus
SRR6785764	NC_007605.1	96	99	591	Epstein-Barr virus
SRR6785765	NC_007605.1	96	99	463	Epstein-Barr virus
SRR6785766	NC_007605.1	99	99	501	Epstein-Barr virus
SRR6785767	NC_007605.1	100	99	561	Epstein-Barr virus
SRR6785768	NC_007605.1	98	99	552	Epstein-Barr virus
SRR6785769	NC_007605.1	96	99	469	Epstein-Barr virus
SRR6785770	NC_007605.1	99	99	609	Epstein-Barr virus
SRR6785771	NC_007605.1	93	99	440	Epstein-Barr virus
SRR6785772	NC_007605.1	96	99	564	Epstein-Barr virus
SRR7182570	NC_007605.1	100	99	28517	Epstein-Barr virus
SRR7182571	NC_007605.1	100	99	49228	Epstein-Barr virus
SRR7182572	NC_007605.1	100	99	28276	Epstein-Barr virus
SRR7182573	NC_007605.1	100	99	30385	Epstein-Barr virus
SRR7182574	NC_007605.1	100	99	33461	Epstein-Barr virus
SRR7182575	NC_007605.1	100	99	22105	Epstein-Barr virus
SRR7182576	NC_007605.1	100	99	47334	Epstein-Barr virus
SRR7182577	NC_007605.1	97	99	26064	Epstein-Barr virus
SRR7182578	NC_007605.1	93	99	33092	Epstein-Barr virus
SRR7182579	NC_007605.1	97	99	38918	Epstein-Barr virus
SRR7293827	NC_007605.1	100	100	70644	Epstein-Barr virus
SRR7293828	NC_007605.1	100	100	64533	Epstein-Barr virus
SRR7182580	NC_007605.1	96	99	22916	Epstein-Barr virus
SRR6987560	NC_007605.1	95	99	7267	Epstein-Barr virus
SRR6987561	NC_007605.1	99	99	10932	Epstein-Barr virus
SRR6987562	NC_007605.1	99	99	12932	Epstein-Barr virus
SRR6987563	NC_007605.1	95	99	6871	Epstein-Barr virus
SRR6987564	NC_007605.1	99	99	7300	Epstein-Barr virus
SRR6987565	NC_007605.1	100	99	9716	Epstein-Barr virus
SRR6987566	NC_007605.1	99	99	7886	Epstein-Barr virus
SRR6987568	NC_007605.1	100	99	9540	Epstein-Barr virus
SRR6987570	NC_007605.1	99	99	8002	Epstein-Barr virus
SRR6987572	NC_007605.1	100	99	7635	Epstein-Barr virus
SRR6987573	NC_007605.1	100	99	10662	Epstein-Barr virus
SRR6987574	NC_007605.1	99	99	9398	Epstein-Barr virus
SRR7474063	NC_007605.1	100	96	36162	Epstein-Barr virus
SRR7474064	NC_007605.1	100	96	95661	Epstein-Barr virus
SRR7474065	NC_007605.1	100	96	47580	Epstein-Barr virus
SRR7474066	NC_007605.1	100	95	2083601	Epstein-Barr virus
SRR7474067	NC_007605.1	100	96	8086692	Epstein-Barr virus
SRR7474068	NC_007605.1	100	95	6924806	Epstein-Barr virus
SRR7474069	NC_007605.1	100	97	46816	Epstein-Barr virus
SRR7474070	NC_007605.1	100	96	308112	Epstein-Barr virus
SRR7474071	NC_007605.1	100	99	28607	Epstein-Barr virus
SRR7474072	NC_007605.1	100	98	12692	Epstein-Barr virus
SRR7474075	NC_007605.1	98	99	51045	Epstein-Barr virus
SRR7474076	NC_007605.1	100	99	156892	Epstein-Barr virus
SRR7474077	NC_007605.1	100	99	80613	Epstein-Barr virus
SRR7474078	NC_007605.1	99	98	22345	Epstein-Barr virus
SRR7474073	NC_007605.1	100	99	16576	Epstein-Barr virus
SRR7474074	NC_007605.1	100	98	34234	Epstein-Barr virus
SRR7474079	NC_007605.1	100	98	46492	Epstein-Barr virus
SRR7474080	NC_007605.1	100	99	286427	Epstein-Barr virus
SRR7474081	NC_007605.1	100	99	1101716	Epstein-Barr virus
SRR7474082	NC_007605.1	100	100	43513	Epstein-Barr virus
SRR7474083	NC_007605.1	100	99	26269	Epstein-Barr virus
SRR7474084	NC_007605.1	100	100	135686	Epstein-Barr virus
SRR7474085	NC_007605.1	100	99	151079	Epstein-Barr virus
SRR7474086	NC_007605.1	97	100	336306	Epstein-Barr virus
SRR7075085	NC_007605.1	98	99	97512	Epstein-Barr virus
SRR7075086	NC_007605.1	98	99	156205	Epstein-Barr virus
SRR7075087	NC_007605.1	97	100	98286	Epstein-Barr virus
SRR7075088	NC_007605.1	97	100	60514	Epstein-Barr virus
SRR7075089	NC_007605.1	98	99	40940	Epstein-Barr virus
SRR7075090	NC_007605.1	98	99	63522	Epstein-Barr virus
SRR7075091	NC_007605.1	99	99	73089	Epstein-Barr virus
SRR7075092	NC_007605.1	98	99	59955	Epstein-Barr virus
SRR7075093	NC_007605.1	98	99	127219	Epstein-Barr virus
SRR7075094	NC_007605.1	98	99	62795	Epstein-Barr virus
SRR7075095	NC_007605.1	98	99	48901	Epstein-Barr virus
SRR7075096	NC_007605.1	98	99	81864	Epstein-Barr virus
SRR7417483	NC_007605.1	97	100	265896	Epstein-Barr virus
SRR7417484	NC_007605.1	96	100	126889	Epstein-Barr virus
SRR7417485	NC_007605.1	96	100	172256	Epstein-Barr virus
SRR7417486	NC_007605.1	97	100	92835	Epstein-Barr virus
SRR7417487	NC_007605.1	97	100	249468	Epstein-Barr virus
SRR7417488	NC_007605.1	96	100	349337	Epstein-Barr virus
SRR7586267	NC_007605.1	98	99	164643	Epstein-Barr virus
SRR7586268	NC_007605.1	99	99	198655	Epstein-Barr virus
SRR7586269	NC_007605.1	98	99	55941	Epstein-Barr virus
SRR7586270	NC_007605.1	99	99	58806	Epstein-Barr virus
SRR7586271	NC_007605.1	97	100	15885	Epstein-Barr virus
SRR7586272	NC_007605.1	98	99	80504	Epstein-Barr virus
SRR7586273	NC_007605.1	99	99	93840	Epstein-Barr virus
SRR7586274	NC_007605.1	100	99	107347	Epstein-Barr virus
SRR7586275	NC_007605.1	97	99	53374	Epstein-Barr virus
SRR7586276	NC_007605.1	98	99	41547	Epstein-Barr virus
SRR7586277	NC_007605.1	99	99	87813	Epstein-Barr virus
SRR7586278	NC_007605.1	99	99	68364	Epstein-Barr virus
SRR7586279	NC_007605.1	98	99	55281	Epstein-Barr virus
SRR7586280	NC_007605.1	98	99	131091	Epstein-Barr virus
SRR7586281	NC_007605.1	98	99	17412	Epstein-Barr virus
SRR7586282	NC_007605.1	98	99	112783	Epstein-Barr virus
SRR7586283	NC_007605.1	98	99	184612	Epstein-Barr virus
SRR7586284	NC_007605.1	98	99	34404	Epstein-Barr virus
SRR7586285	NC_007605.1	99	99	6839	Epstein-Barr virus
SRR7586286	NC_007605.1	99	99	148620	Epstein-Barr virus
SRR7586287	NC_007605.1	98	99	66164	Epstein-Barr virus
SRR7586291	NC_007605.1	99	99	63146	Epstein-Barr virus
SRR7586293	NC_007605.1	99	99	64308	Epstein-Barr virus
SRR7586294	NC_007605.1	99	99	193429	Epstein-Barr virus
SRR7586288	NC_007605.1	99	99	220202	Epstein-Barr virus
SRR7586289	NC_007605.1	98	99	56704	Epstein-Barr virus
SRR7586290	NC_007605.1	99	99	137312	Epstein-Barr virus
SRR7586292	NC_007605.1	99	99	46747	Epstein-Barr virus
SRR7417489	NC_007605.1	97	100	543711	Epstein-Barr virus
SRR7586295	NC_007605.1	99	99	495903	Epstein-Barr virus
SRR7417490	NC_007605.1	97	100	96367	Epstein-Barr virus
SRR7417491	NC_007605.1	96	100	196103	Epstein-Barr virus
SRR7586296	NC_007605.1	98	99	103250	Epstein-Barr virus
SRR7586297	NC_007605.1	99	99	218391	Epstein-Barr virus
SRR7586298	NC_007605.1	99	99	148321	Epstein-Barr virus
SRR7586299	NC_007605.1	99	99	307524	Epstein-Barr virus
SRR7417492	NC_007605.1	100	100	646918	Epstein-Barr virus
SRR7417493	NC_007605.1	97	100	259047	Epstein-Barr virus
SRR7417494	NC_007605.1	97	100	232355	Epstein-Barr virus
SRR7417495	NC_007605.1	97	100	1690205	Epstein-Barr virus
SRR7417496	NC_007605.1	97	100	552271	Epstein-Barr virus
SRR7417497	NC_007605.1	96	100	879633	Epstein-Barr virus
SRR7417498	NC_007605.1	96	100	273253	Epstein-Barr virus
SRR7417499	NC_007605.1	100	100	1332041	Epstein-Barr virus
SRR7417500	NC_007605.1	96	100	328040	Epstein-Barr virus
SRR7417501	NC_007605.1	97	100	564678	Epstein-Barr virus
SRR7417502	NC_007605.1	96	100	556646	Epstein-Barr virus
SRR7417503	NC_007605.1	97	100	364170	Epstein-Barr virus
SRR7417504	NC_007605.1	96	100	211607	Epstein-Barr virus
SRR7417505	NC_007605.1	96	100	344762	Epstein-Barr virus
SRR7417506	NC_007605.1	97	100	759804	Epstein-Barr virus
SRR7417507	NC_007605.1	97	100	217255	Epstein-Barr virus
SRR7509244	NC_007605.1	51	99	192	Epstein-Barr virus
SRR7418151	NC_007605.1	98	99	158967	Epstein-Barr virus
SRR7418152	NC_007605.1	97	99	152203	Epstein-Barr virus
SRR7418153	NC_007605.1	97	100	121404	Epstein-Barr virus
SRR7611491	NC_007605.1	100	98	7383	Epstein-Barr virus
SRR7611492	NC_007605.1	100	99	54388	Epstein-Barr virus
SRR7611493	NC_007605.1	100	97	119040	Epstein-Barr virus
SRR7611494	NC_007605.1	100	95	295604	Epstein-Barr virus
SRR7611495	NC_007605.1	56	96	345	Epstein-Barr virus
SRR7611498	NC_007605.1	52	95	379	Epstein-Barr virus
SRR771242	NC_007605.1	78	99	7274	Epstein-Barr virus
SRR771240	NC_007605.1	74	99	1401	Epstein-Barr virus
SRR7363053	NC_007605.1	96	99	12258	Epstein-Barr virus
SRR7363054	NC_007605.1	95	99	8366	Epstein-Barr virus
SRR7363057	NC_007605.1	100	99	107766	Epstein-Barr virus
SRR7363058	NC_007605.1	100	99	203412	Epstein-Barr virus
SRR764800	NC_007605.1	97	99	7448	Epstein-Barr virus
SRR764803	NC_007605.1	64	99	1589	Epstein-Barr virus
SRR764802	NC_007605.1	54	99	1888	Epstein-Barr virus
SRR764815	NC_007605.1	60	98	4879	Epstein-Barr virus
SRR764816	NC_007605.1	100	98	26120	Epstein-Barr virus
SRR764817	NC_007605.1	70	99	7120	Epstein-Barr virus
SRR7002074	NC_007605.1	69	99	227	Epstein-Barr virus
SRR7448281	NC_007605.1	87	98	877	Epstein-Barr virus
SRR7448283	NC_007605.1	83	98	273	Epstein-Barr virus
SRR7448284	NC_007605.1	100	98	5051	Epstein-Barr virus
SRR7448286	NC_007605.1	100	98	1566	Epstein-Barr virus
SRR771559	NC_007605.1	100	99	276696	Epstein-Barr virus
SRR771560	NC_007605.1	100	98	173478	Epstein-Barr virus
SRR771561	NC_007605.1	100	99	187832	Epstein-Barr virus
SRR7448294	NC_007605.1	100	99	1414	Epstein-Barr virus
SRR7448300	NC_007605.1	65	98	222	Epstein-Barr virus
SRR7472666	NC_007605.1	98	99	87692	Epstein-Barr virus
SRR7472667	NC_007605.1	99	99	72731	Epstein-Barr virus
SRR7472668	NC_007605.1	98	99	68456	Epstein-Barr virus
SRR7472669	NC_007605.1	98	99	74165	Epstein-Barr virus
SRR7472670	NC_007605.1	98	99	125254	Epstein-Barr virus
SRR7472671	NC_007605.1	98	99	82731	Epstein-Barr virus
SRR7472672	NC_007605.1	98	99	179987	Epstein-Barr virus
SRR7472673	NC_007605.1	98	99	265769	Epstein-Barr virus
SRR7472674	NC_007605.1	98	99	180717	Epstein-Barr virus
SRR7472675	NC_007605.1	98	99	159997	Epstein-Barr virus
SRR7472676	NC_007605.1	98	99	203553	Epstein-Barr virus
SRR7472677	NC_007605.1	98	99	180105	Epstein-Barr virus
SRR7472678	NC_007605.1	98	99	105539	Epstein-Barr virus
SRR7472679	NC_007605.1	98	99	67208	Epstein-Barr virus
SRR7472680	NC_007605.1	98	99	95657	Epstein-Barr virus
SRR7472681	NC_007605.1	98	99	103305	Epstein-Barr virus
SRR7472682	NC_007605.1	98	99	76227	Epstein-Barr virus
SRR7591135	NC_007605.1	99	99	117071	Epstein-Barr virus
SRR7591134	NC_007605.1	99	99	88896	Epstein-Barr virus
SRR7472683	NC_007605.1	98	99	77322	Epstein-Barr virus
SRR7591136	NC_007605.1	99	99	32868	Epstein-Barr virus
SRR7448316	NC_007605.1	59	98	179	Epstein-Barr virus
SRR7638261	NC_007605.1	63	99	203	Epstein-Barr virus
SRR7472684	NC_007605.1	98	99	92695	Epstein-Barr virus
SRR7591137	NC_007605.1	99	99	63322	Epstein-Barr virus
SRR7591138	NC_007605.1	99	99	54149	Epstein-Barr virus
SRR7591139	NC_007605.1	99	99	34507	Epstein-Barr virus
SRR7472685	NC_007605.1	98	99	102908	Epstein-Barr virus
SRR7472686	NC_007605.1	98	99	91763	Epstein-Barr virus
SRR7472687	NC_007605.1	98	99	96222	Epstein-Barr virus
SRR7472688	NC_007605.1	98	99	94973	Epstein-Barr virus
SRR7472689	NC_007605.1	98	99	75177	Epstein-Barr virus
SRR7472690	NC_007605.1	99	99	351919	Epstein-Barr virus
SRR7472691	NC_007605.1	99	99	253373	Epstein-Barr virus
SRR7472692	NC_007605.1	100	99	243756	Epstein-Barr virus
SRR7472693	NC_007605.1	99	99	212462	Epstein-Barr virus
SRR7472694	NC_007605.1	99	99	346547	Epstein-Barr virus
SRR7472695	NC_007605.1	99	99	201266	Epstein-Barr virus
SRR7472696	NC_007605.1	99	99	161149	Epstein-Barr virus
SRR7472697	NC_007605.1	99	99	208195	Epstein-Barr virus
SRR7591140	NC_007605.1	99	99	38862	Epstein-Barr virus
SRR7591141	NC_007605.1	99	99	84951	Epstein-Barr virus
SRR7591142	NC_007605.1	99	99	73783	Epstein-Barr virus
SRR7478771	NC_007605.1	100	99	209075	Epstein-Barr virus
SRR7591143	NC_007605.1	99	99	209123	Epstein-Barr virus
SRR7591144	NC_007605.1	99	99	134984	Epstein-Barr virus
SRR7591145	NC_007605.1	99	99	87900	Epstein-Barr virus
SRR7591146	NC_007605.1	99	99	23569	Epstein-Barr virus
SRR7591147	NC_007605.1	98	99	61947	Epstein-Barr virus
SRR7591148	NC_007605.1	99	99	98985	Epstein-Barr virus
SRR7591149	NC_007605.1	99	99	281730	Epstein-Barr virus
SRR7591150	NC_007605.1	99	99	60773	Epstein-Barr virus
SRR7591151	NC_007605.1	99	99	107392	Epstein-Barr virus
SRR7788708	NC_007605.1	81	99	708	Epstein-Barr virus
SRR7788709	NC_007605.1	80	99	693	Epstein-Barr virus
SRR7591160	NC_007605.1	98	99	11485	Epstein-Barr virus
SRR7472698	NC_007605.1	98	99	201069	Epstein-Barr virus
SRR7472699	NC_007605.1	98	99	159277	Epstein-Barr virus
SRR7472700	NC_007605.1	99	99	165572	Epstein-Barr virus
SRR7472701	NC_007605.1	99	99	146604	Epstein-Barr virus
SRR7472702	NC_007605.1	99	99	212431	Epstein-Barr virus
SRR7472703	NC_007605.1	99	99	150916	Epstein-Barr virus
SRR7472704	NC_007605.1	99	99	182574	Epstein-Barr virus
SRR7472705	NC_007605.1	98	99	162864	Epstein-Barr virus
SRR7472706	NC_007605.1	99	99	108971	Epstein-Barr virus
SRR7472707	NC_007605.1	99	99	121069	Epstein-Barr virus
SRR7472708	NC_007605.1	99	99	182115	Epstein-Barr virus
SRR7472709	NC_007605.1	98	99	189153	Epstein-Barr virus
SRR7472710	NC_007605.1	99	99	151371	Epstein-Barr virus
SRR7472711	NC_007605.1	99	99	143622	Epstein-Barr virus
SRR7472712	NC_007605.1	98	99	129231	Epstein-Barr virus
SRR7472713	NC_007605.1	98	99	116315	Epstein-Barr virus
SRR767735	NC_007605.1	79	99	575	Epstein-Barr virus
SRR7828387	NC_007605.1	97	100	50287	Epstein-Barr virus
SRR7828388	NC_007605.1	97	100	32668	Epstein-Barr virus
SRR7828389	NC_007605.1	98	99	43055	Epstein-Barr virus
SRR7828390	NC_007605.1	97	100	78871	Epstein-Barr virus
SRR7828391	NC_007605.1	97	100	129395	Epstein-Barr virus
SRR7828392	NC_007605.1	97	100	63779	Epstein-Barr virus
SRR7706485	NC_007605.1	100	99	55949	Epstein-Barr virus
SRR7706486	NC_007605.1	100	99	74384	Epstein-Barr virus
SRR6830357	NC_007605.1	70	96	12282	Epstein-Barr virus
SRR7609837	NC_007605.1	100	99	717	Epstein-Barr virus
SRR6830358	NC_007605.1	65	97	10431	Epstein-Barr virus
SRR7609840	NC_007605.1	100	99	21434	Epstein-Barr virus
SRR6830359	NC_007605.1	61	96	9965	Epstein-Barr virus
SRR6830360	NC_007605.1	51	96	4227	Epstein-Barr virus
SRR7542845	NC_007605.1	57	99	273	Epstein-Barr virus
SRR7757113	NC_007605.1	89	99	17638	Epstein-Barr virus
SRR7757116	NC_007605.1	97	99	27250	Epstein-Barr virus
SRR7757118	NC_007605.1	93	99	6418	Epstein-Barr virus
SRR7757119	NC_007605.1	100	98	143176	Epstein-Barr virus
SRR7777133	NC_007605.1	98	99	28037	Epstein-Barr virus
SRR7777134	NC_007605.1	98	99	39777	Epstein-Barr virus
SRR7757120	NC_007605.1	87	99	14980	Epstein-Barr virus
SRR7777135	NC_007605.1	98	99	27820	Epstein-Barr virus
SRR7757121	NC_007605.1	100	99	23577	Epstein-Barr virus
SRR7777136	NC_007605.1	98	99	28812	Epstein-Barr virus
SRR7721889	NC_007605.1	72	98	339	Epstein-Barr virus
SRR768411	NC_007605.1	100	98	70206	Epstein-Barr virus
SRR768412	NC_007605.1	100	98	54103	Epstein-Barr virus
SRR768414	NC_007605.1	61	97	177	Epstein-Barr virus
SRR7819697	NC_007605.1	50	98	151	Epstein-Barr virus
SRR7819698	NC_007605.1	57	98	171	Epstein-Barr virus
SRR768659	NC_007605.1	59	98	315	Epstein-Barr virus
SRR768660	NC_007605.1	98	99	4954740	Epstein-Barr virus
SRR816285	NC_007605.1	98	99	41344	Epstein-Barr virus
SRR816286	NC_007605.1	97	100	43323	Epstein-Barr virus
SRR7890123	NC_007605.1	57	99	25431	Epstein-Barr virus
SRR816287	NC_007605.1	97	100	28478	Epstein-Barr virus
SRR816288	NC_007605.1	97	100	78300	Epstein-Barr virus
SRR816289	NC_007605.1	98	99	18946	Epstein-Barr virus
SRR8104571	NC_007605.1	100	99	41072	Epstein-Barr virus
SRR8104572	NC_007605.1	100	99	50686	Epstein-Barr virus
SRR7815327	NC_007605.1	100	99	24363	Epstein-Barr virus
SRR7164144	NC_007605.1	96	100	171200	Epstein-Barr virus
SRR7164145	NC_007605.1	96	100	227695	Epstein-Barr virus
SRR7815329	NC_007605.1	100	99	25404	Epstein-Barr virus
SRR7164146	NC_007605.1	97	100	10427	Epstein-Barr virus
SRR7815330	NC_007605.1	100	99	23725	Epstein-Barr virus
SRR7164147	NC_007605.1	97	100	432274	Epstein-Barr virus
SRR7164148	NC_007605.1	97	100	359242	Epstein-Barr virus
SRR7815331	NC_007605.1	100	99	23115	Epstein-Barr virus
SRR7890164	NC_007605.1	100	100	5042	Epstein-Barr virus
SRR7164149	NC_007605.1	97	100	344036	Epstein-Barr virus
SRR7815332	NC_007605.1	100	99	18317	Epstein-Barr virus
SRR7164150	NC_007605.1	96	100	552943	Epstein-Barr virus
SRR7890165	NC_007605.1	98	100	4110	Epstein-Barr virus
SRR7815333	NC_007605.1	100	99	24023	Epstein-Barr virus
SRR7815334	NC_007605.1	99	99	16005	Epstein-Barr virus
SRR7890167	NC_007605.1	98	100	2567	Epstein-Barr virus
SRR7815335	NC_007605.1	99	99	19897	Epstein-Barr virus
SRR7815336	NC_007605.1	100	99	16805	Epstein-Barr virus
SRR7815337	NC_007605.1	100	99	16995	Epstein-Barr virus
SRR7815338	NC_007605.1	100	99	16307	Epstein-Barr virus
SRR7815339	NC_007605.1	100	99	17974	Epstein-Barr virus
SRR7815340	NC_007605.1	97	100	17567	Epstein-Barr virus
SRR7770680	NC_007605.1	94	100	685	Epstein-Barr virus
SRR7815341	NC_007605.1	97	100	20559	Epstein-Barr virus
SRR7770681	NC_007605.1	69	100	213	Epstein-Barr virus
SRR7815342	NC_007605.1	97	100	30715	Epstein-Barr virus
SRR7770682	NC_007605.1	96	100	2148	Epstein-Barr virus
