run_id	sequence_accession	score	percent_identity	n_reads	viral_name	BioSample
SRR5117625	NC_007605.1	94	100	7094	Epstein-Barr virus	SAMN06161384
SRR5117626	NC_007605.1	98	99	14046	Epstein-Barr virus	SAMN06161239
SRR5117627	NC_007605.1	98	99	14068	Epstein-Barr virus	SAMN06161239
SRR5117628	NC_007605.1	97	100	39560	Epstein-Barr virus	SAMN06161350
SRR5117629	NC_007605.1	97	100	40215	Epstein-Barr virus	SAMN06161350
SRR5117630	NC_007605.1	97	100	19038	Epstein-Barr virus	SAMN06161349
SRR5117631	NC_007605.1	97	100	20024	Epstein-Barr virus	SAMN06161349
SRR5117632	NC_007605.1	97	100	59585	Epstein-Barr virus	SAMN06161383
SRR5117633	NC_007605.1	97	100	8565	Epstein-Barr virus	SAMN06161383
SRR5117634	NC_007605.1	97	100	8981	Epstein-Barr virus	SAMN06161383
SRR5117635	NC_007605.1	81	100	7022	Epstein-Barr virus	SAMN06161382
SRR5117636	NC_007605.1	84	100	7147	Epstein-Barr virus	SAMN06161382
SRR5117637	NC_007605.1	97	100	22353	Epstein-Barr virus	SAMN06161381
SRR5117638	NC_007605.1	97	100	19604	Epstein-Barr virus	SAMN06161241
SRR5117639	NC_007605.1	97	100	20616	Epstein-Barr virus	SAMN06161241
SRR5117640	NC_007605.1	98	99	43047	Epstein-Barr virus	SAMN06161240
SRR5117641	NC_007605.1	98	99	41674	Epstein-Barr virus	SAMN06161240
SRR5117642	NC_007605.1	98	99	235912	Epstein-Barr virus	SAMN06161348
SRR5117643	NC_007605.1	98	99	189622	Epstein-Barr virus	SAMN06161348
SRR5117644	NC_007605.1	98	99	116128	Epstein-Barr virus	SAMN06161347
SRR5117645	NC_007605.1	97	99	93350	Epstein-Barr virus	SAMN06161347
SRR5117646	NC_007605.1	98	99	52661	Epstein-Barr virus	SAMN06161346
SRR5117647	NC_007605.1	98	99	50862	Epstein-Barr virus	SAMN06161346
SRR5117648	NC_007605.1	98	99	108933	Epstein-Barr virus	SAMN06161345
SRR5117649	NC_007605.1	98	99	108993	Epstein-Barr virus	SAMN06161345
SRR5117650	NC_007605.1	98	99	51218	Epstein-Barr virus	SAMN06161344
SRR5117651	NC_007605.1	98	99	50583	Epstein-Barr virus	SAMN06161344
SRR5117652	NC_007605.1	98	99	78611	Epstein-Barr virus	SAMN06161343
SRR5117653	NC_007605.1	98	99	78225	Epstein-Barr virus	SAMN06161343
SRR5117654	NC_007605.1	97	100	67632	Epstein-Barr virus	SAMN06161342
SRR5117655	NC_007605.1	97	100	67619	Epstein-Barr virus	SAMN06161342
SRR5117656	NC_007605.1	98	99	41935	Epstein-Barr virus	SAMN06161341
SRR5117657	NC_007605.1	98	99	41517	Epstein-Barr virus	SAMN06161341
SRR5117658	NC_007605.1	98	99	43821	Epstein-Barr virus	SAMN06161340
SRR5117659	NC_007605.1	98	99	42656	Epstein-Barr virus	SAMN06161340
SRR5117660	NC_007605.1	98	99	31427	Epstein-Barr virus	SAMN06161339
SRR5117661	NC_007605.1	98	99	31723	Epstein-Barr virus	SAMN06161339
SRR5117662	NC_007605.1	98	99	60196	Epstein-Barr virus	SAMN06161338
SRR5117663	NC_007605.1	98	99	59588	Epstein-Barr virus	SAMN06161338
SRR5117664	NC_007605.1	99	99	74225	Epstein-Barr virus	SAMN06161337
SRR5117665	NC_007605.1	99	99	72663	Epstein-Barr virus	SAMN06161337
SRR5117666	NC_007605.1	97	100	25377	Epstein-Barr virus	SAMN06161336
SRR5117667	NC_007605.1	97	100	25922	Epstein-Barr virus	SAMN06161336
SRR5117668	NC_007605.1	97	100	23457	Epstein-Barr virus	SAMN06161335
SRR5117669	NC_007605.1	97	100	23699	Epstein-Barr virus	SAMN06161335
SRR5117670	NC_007605.1	97	100	44145	Epstein-Barr virus	SAMN06161334
SRR5117671	NC_007605.1	97	100	44583	Epstein-Barr virus	SAMN06161334
SRR5117672	NC_007605.1	97	100	20380	Epstein-Barr virus	SAMN06161333
SRR5117673	NC_007605.1	97	100	20296	Epstein-Barr virus	SAMN06161333
SRR5117674	NC_007605.1	97	100	39618	Epstein-Barr virus	SAMN06161332
SRR5117675	NC_007605.1	97	100	16357	Epstein-Barr virus	SAMN06161331
SRR5117676	NC_007605.1	97	100	9539	Epstein-Barr virus	SAMN06161331
SRR5117677	NC_007605.1	98	99	27925	Epstein-Barr virus	SAMN06161330
SRR5117678	NC_007605.1	98	99	27779	Epstein-Barr virus	SAMN06161330
SRR5117679	NC_007605.1	99	99	108980	Epstein-Barr virus	SAMN06161329
SRR5117680	NC_007605.1	99	99	106875	Epstein-Barr virus	SAMN06161329
SRR5117681	NC_007605.1	97	100	24956	Epstein-Barr virus	SAMN06161328
SRR5117682	NC_007605.1	100	99	46644	Epstein-Barr virus	SAMN06161327
SRR5117683	NC_007605.1	100	99	38641	Epstein-Barr virus	SAMN06161327
SRR5117684	NC_007605.1	99	99	13289	Epstein-Barr virus	SAMN06161326
SRR5117685	NC_007605.1	98	99	13089	Epstein-Barr virus	SAMN06161326
SRR5117686	NC_007605.1	98	99	36363	Epstein-Barr virus	SAMN06161325
SRR5117687	NC_007605.1	98	99	35162	Epstein-Barr virus	SAMN06161325
SRR5117688	NC_007605.1	98	99	5722	Epstein-Barr virus	SAMN06161324
SRR5117689	NC_007605.1	98	99	5319	Epstein-Barr virus	SAMN06161324
SRR5117690	NC_007605.1	98	99	22153	Epstein-Barr virus	SAMN06161324
SRR5117691	NC_007605.1	97	100	60953	Epstein-Barr virus	SAMN06161301
SRR5117692	NC_007605.1	98	99	8210	Epstein-Barr virus	SAMN06161300
SRR5117693	NC_007605.1	98	99	9702	Epstein-Barr virus	SAMN06161300
SRR5117694	NC_007605.1	99	99	5590	Epstein-Barr virus	SAMN06161300
SRR5117695	NC_007605.1	98	99	18063	Epstein-Barr virus	SAMN06161299
SRR5117696	NC_007605.1	98	99	21287	Epstein-Barr virus	SAMN06161299
SRR5117697	NC_007605.1	98	99	8802	Epstein-Barr virus	SAMN06161298
SRR5117698	NC_007605.1	98	99	6749	Epstein-Barr virus	SAMN06161298
SRR5117699	NC_007605.1	99	99	54707	Epstein-Barr virus	SAMN06161298
SRR5117700	NC_007605.1	98	99	36092	Epstein-Barr virus	SAMN06161297
SRR5117701	NC_007605.1	98	99	29153	Epstein-Barr virus	SAMN06161297
SRR5117702	NC_007605.1	98	99	21878	Epstein-Barr virus	SAMN06161296
SRR5117703	NC_007605.1	98	99	21409	Epstein-Barr virus	SAMN06161296
SRR5117704	NC_007605.1	97	100	18454	Epstein-Barr virus	SAMN06161295
SRR5117705	NC_007605.1	98	99	26466	Epstein-Barr virus	SAMN06161294
SRR5117706	NC_007605.1	98	99	26146	Epstein-Barr virus	SAMN06161294
SRR5117707	NC_007605.1	98	99	28336	Epstein-Barr virus	SAMN06161293
SRR5117708	NC_007605.1	98	99	27545	Epstein-Barr virus	SAMN06161293
SRR5117709	NC_007605.1	97	100	35465	Epstein-Barr virus	SAMN06161292
SRR5117710	NC_007605.1	97	100	37008	Epstein-Barr virus	SAMN06161292
SRR5117711	NC_007605.1	98	99	2837	Epstein-Barr virus	SAMN06161291
SRR5117712	NC_007605.1	97	100	8464	Epstein-Barr virus	SAMN06161291
SRR5117713	NC_007605.1	97	100	8896	Epstein-Barr virus	SAMN06161291
SRR5117714	NC_007605.1	97	100	16830	Epstein-Barr virus	SAMN06161290
SRR5117715	NC_007605.1	97	100	17086	Epstein-Barr virus	SAMN06161290
SRR5117716	NC_007605.1	98	99	11476	Epstein-Barr virus	SAMN06161289
SRR5117717	NC_007605.1	98	99	11496	Epstein-Barr virus	SAMN06161289
SRR5117718	NC_007605.1	98	99	4821	Epstein-Barr virus	SAMN06161289
SRR5117719	NC_007605.1	98	99	7211	Epstein-Barr virus	SAMN06161288
SRR5117720	NC_007605.1	98	99	6757	Epstein-Barr virus	SAMN06161288
SRR5117721	NC_007605.1	99	99	43217	Epstein-Barr virus	SAMN06161288
SRR5117722	NC_007605.1	98	99	5501	Epstein-Barr virus	SAMN06161287
SRR5117723	NC_007605.1	98	99	6604	Epstein-Barr virus	SAMN06161287
SRR5117724	NC_007605.1	99	99	48574	Epstein-Barr virus	SAMN06161287
SRR5117725	NC_007605.1	98	99	24279	Epstein-Barr virus	SAMN06161286
SRR5117726	NC_007605.1	98	99	23752	Epstein-Barr virus	SAMN06161286
SRR5117727	NC_007605.1	98	99	23066	Epstein-Barr virus	SAMN06161285
SRR5117728	NC_007605.1	98	99	22342	Epstein-Barr virus	SAMN06161285
SRR5117729	NC_007605.1	98	99	24924	Epstein-Barr virus	SAMN06161284
SRR5117730	NC_007605.1	98	99	24256	Epstein-Barr virus	SAMN06161284
SRR5117731	NC_007605.1	98	99	15347	Epstein-Barr virus	SAMN06161283
SRR5117732	NC_007605.1	98	99	15181	Epstein-Barr virus	SAMN06161283
SRR5117733	NC_007605.1	97	100	12483	Epstein-Barr virus	SAMN06161282
SRR5117734	NC_007605.1	98	99	96339	Epstein-Barr virus	SAMN06161281
SRR5117735	NC_007605.1	97	100	8679	Epstein-Barr virus	SAMN06161281
SRR5117736	NC_007605.1	97	100	13018	Epstein-Barr virus	SAMN06161280
SRR5117737	NC_007605.1	97	100	13769	Epstein-Barr virus	SAMN06161280
SRR5117738	NC_007605.1	97	100	11466	Epstein-Barr virus	SAMN06161279
SRR5117739	NC_007605.1	97	100	12194	Epstein-Barr virus	SAMN06161279
SRR5117740	NC_007605.1	98	99	4387	Epstein-Barr virus	SAMN06161278
SRR5117741	NC_007605.1	97	99	4101	Epstein-Barr virus	SAMN06161278
SRR5117742	NC_007605.1	97	100	7221	Epstein-Barr virus	SAMN06161278
SRR5117743	NC_007605.1	98	99	23743	Epstein-Barr virus	SAMN06161277
SRR5117744	NC_007605.1	97	100	22862	Epstein-Barr virus	SAMN06161277
SRR5117745	NC_007605.1	98	99	14102	Epstein-Barr virus	SAMN06161276
SRR5117746	NC_007605.1	97	100	11414	Epstein-Barr virus	SAMN06161276
SRR5117747	NC_007605.1	98	99	8017	Epstein-Barr virus	SAMN06161275
SRR5117748	NC_007605.1	98	99	6327	Epstein-Barr virus	SAMN06161275
SRR5117749	NC_007605.1	98	99	14213	Epstein-Barr virus	SAMN06161274
SRR5117750	NC_007605.1	98	99	10671	Epstein-Barr virus	SAMN06161274
SRR5117751	NC_007605.1	97	100	33542	Epstein-Barr virus	SAMN06161273
SRR5117752	NC_007605.1	97	100	26882	Epstein-Barr virus	SAMN06161273
SRR5117753	NC_007605.1	98	99	34542	Epstein-Barr virus	SAMN06161310
SRR5117754	NC_007605.1	98	99	32930	Epstein-Barr virus	SAMN06161310
SRR5117755	NC_007605.1	98	99	69248	Epstein-Barr virus	SAMN06161272
SRR5117756	NC_007605.1	98	99	67010	Epstein-Barr virus	SAMN06161272
SRR5117757	NC_007605.1	98	99	23428	Epstein-Barr virus	SAMN06161237
SRR5117758	NC_007605.1	98	99	23447	Epstein-Barr virus	SAMN06161237
SRR5117759	NC_007605.1	95	99	3181	Epstein-Barr virus	SAMN06161236
SRR5117760	NC_007605.1	95	99	3124	Epstein-Barr virus	SAMN06161236
SRR5117761	NC_007605.1	98	99	6329	Epstein-Barr virus	SAMN06161236
SRR5117762	NC_007605.1	98	99	13401	Epstein-Barr virus	SAMN06161314
SRR5117763	NC_007605.1	98	99	13082	Epstein-Barr virus	SAMN06161314
SRR5117764	NC_007605.1	98	99	14565	Epstein-Barr virus	SAMN06161313
SRR5117765	NC_007605.1	98	99	14546	Epstein-Barr virus	SAMN06161313
SRR5117766	NC_007605.1	98	99	30356	Epstein-Barr virus	SAMN06161312
SRR5117767	NC_007605.1	98	99	30256	Epstein-Barr virus	SAMN06161312
SRR5117768	NC_007605.1	98	99	8349	Epstein-Barr virus	SAMN06161311
SRR5117769	NC_007605.1	98	99	8231	Epstein-Barr virus	SAMN06161311
SRR5117770	NC_007605.1	97	100	5568	Epstein-Barr virus	SAMN06161311
SRR5117771	NC_007605.1	98	99	12332	Epstein-Barr virus	SAMN06161309
SRR5117772	NC_007605.1	98	99	12104	Epstein-Barr virus	SAMN06161309
SRR5117773	NC_007605.1	98	99	7370	Epstein-Barr virus	SAMN06161309
SRR5117774	NC_007605.1	98	99	12752	Epstein-Barr virus	SAMN06161308
SRR5117775	NC_007605.1	98	99	10388	Epstein-Barr virus	SAMN06161308
SRR5117776	NC_007605.1	98	99	13630	Epstein-Barr virus	SAMN06161307
SRR5117777	NC_007605.1	98	99	13177	Epstein-Barr virus	SAMN06161307
SRR5117778	NC_007605.1	98	99	32554	Epstein-Barr virus	SAMN06161306
SRR5117779	NC_007605.1	98	99	31673	Epstein-Barr virus	SAMN06161306
SRR5117780	NC_007605.1	100	99	14130	Epstein-Barr virus	SAMN06161305
SRR5117781	NC_007605.1	99	99	13914	Epstein-Barr virus	SAMN06161305
SRR5117782	NC_007605.1	98	99	49340	Epstein-Barr virus	SAMN06161304
SRR5117783	NC_007605.1	98	99	49403	Epstein-Barr virus	SAMN06161304
SRR5117784	NC_007605.1	98	99	17538	Epstein-Barr virus	SAMN06161303
SRR5117785	NC_007605.1	98	99	17350	Epstein-Barr virus	SAMN06161303
SRR5117786	NC_007605.1	98	99	14185	Epstein-Barr virus	SAMN06161302
SRR5117787	NC_007605.1	98	99	13775	Epstein-Barr virus	SAMN06161302
SRR5121801	NC_007605.1	97	99	25797	Epstein-Barr virus	SAMN06167228
SRR5121802	NC_007605.1	97	100	25522	Epstein-Barr virus	SAMN06167227
SRR5121803	NC_007605.1	97	100	21323	Epstein-Barr virus	SAMN06167226
SRR5121804	NC_007605.1	97	100	24584	Epstein-Barr virus	SAMN06167225
SRR5121805	NC_007605.1	98	99	23961	Epstein-Barr virus	SAMN06167224
SRR5121806	NC_007605.1	98	99	25897	Epstein-Barr virus	SAMN06167223
SRR5121807	NC_007605.1	98	99	21871	Epstein-Barr virus	SAMN06167222
SRR5121808	NC_007605.1	98	99	25615	Epstein-Barr virus	SAMN06167221
SRR5124291	NC_009333.1	100	100	3377	Human herpesvirus 8	SAMN06173272
SRR5124292	NC_009333.1	98	100	3036	Human herpesvirus 8	SAMN06173271
SRR5124293	NC_009333.1	98	100	2282	Human herpesvirus 8	SAMN06173270
SRR5124294	NC_009333.1	76	100	1147	Human herpesvirus 8	SAMN06173269
SRR5124295	NC_009333.1	80	100	1507	Human herpesvirus 8	SAMN06173268
SRR5124296	NC_009333.1	80	100	1665	Human herpesvirus 8	SAMN06173267
SRR5163127	NC_007605.1	97	100	469555	Epstein-Barr virus	SAMN06212687
SRR5163128	NC_007605.1	97	100	585298	Epstein-Barr virus	SAMN06212686
SRR5163129	NC_007605.1	97	100	589619	Epstein-Barr virus	SAMN06212689
SRR5163130	NC_007605.1	97	100	635712	Epstein-Barr virus	SAMN06212688
SRR5168818	NC_001538.1	100	100	45729	BK polyomavirus	SAMN06218421
SRR5168819	NC_001538.1	100	100	22809	BK polyomavirus	SAMN06218432
SRR5168820	NC_001538.1	100	100	59479	BK polyomavirus	SAMN06218431
SRR5168821	NC_001538.1	100	100	29668	BK polyomavirus	SAMN06218430
SRR5168822	NC_001538.1	100	100	72485	BK polyomavirus	SAMN06218429
SRR5168823	NC_001538.1	100	100	38915	BK polyomavirus	SAMN06218428
SRR5168824	NC_001538.1	100	100	28024	BK polyomavirus	SAMN06218427
SRR5168825	NC_001538.1	100	100	20728	BK polyomavirus	SAMN06218426
SRR5176840	NC_006273.2	96	98	1262	Human cytomegalovirus	SAMN06230178
SRR5180501	NC_007605.1	99	99	44748	Epstein-Barr virus	SAMN06234871
SRR5180502	NC_007605.1	98	99	53623	Epstein-Barr virus	SAMN06234870
SRR5180503	NC_007605.1	99	99	63418	Epstein-Barr virus	SAMN06234869
SRR5180504	NC_007605.1	99	99	47110	Epstein-Barr virus	SAMN06234868
SRR5180505	NC_007605.1	99	99	50252	Epstein-Barr virus	SAMN06234867
SRR5180506	NC_007605.1	99	99	71590	Epstein-Barr virus	SAMN06234866
SRR5180507	NC_007605.1	99	99	87470	Epstein-Barr virus	SAMN06234865
SRR5180508	NC_007605.1	99	99	63263	Epstein-Barr virus	SAMN06234864
SRR5180509	NC_007605.1	99	99	73121	Epstein-Barr virus	SAMN06234863
SRR5180510	NC_007605.1	99	99	53416	Epstein-Barr virus	SAMN06234862
SRR5180511	NC_007605.1	99	99	56153	Epstein-Barr virus	SAMN06234861
SRR5180512	NC_007605.1	99	99	80206	Epstein-Barr virus	SAMN06234860
SRR5181658	NC_007605.1	98	99	10271	Epstein-Barr virus	SAMN06235142
SRR519803	NC_007605.1	100	99	139375	Epstein-Barr virus	SAMN01086558
SRR519804	NC_007605.1	100	100	144342	Epstein-Barr virus	SAMN01086558
SRR519805	NC_007605.1	100	100	144504	Epstein-Barr virus	SAMN01086558
SRR519806	NC_007605.1	100	100	144825	Epstein-Barr virus	SAMN01086558
SRR519807	NC_007605.1	100	100	144238	Epstein-Barr virus	SAMN01086558
SRR519808	NC_007605.1	100	100	144496	Epstein-Barr virus	SAMN01086558
SRR519809	NC_007605.1	100	100	144380	Epstein-Barr virus	SAMN01086558
SRR519810	NC_007605.1	100	100	144300	Epstein-Barr virus	SAMN01086558
SRR519811	NC_007605.1	100	100	143380	Epstein-Barr virus	SAMN01086558
SRR519812	NC_007605.1	100	99	74419	Epstein-Barr virus	SAMN01086559
SRR519813	NC_007605.1	100	100	77716	Epstein-Barr virus	SAMN01086559
SRR519814	NC_007605.1	100	100	77409	Epstein-Barr virus	SAMN01086559
SRR519815	NC_007605.1	100	100	77388	Epstein-Barr virus	SAMN01086559
SRR519816	NC_007605.1	100	100	77148	Epstein-Barr virus	SAMN01086559
SRR519817	NC_007605.1	100	100	77437	Epstein-Barr virus	SAMN01086559
SRR519818	NC_007605.1	100	100	77735	Epstein-Barr virus	SAMN01086559
SRR519819	NC_007605.1	100	100	77421	Epstein-Barr virus	SAMN01086559
SRR519820	NC_007605.1	100	100	77588	Epstein-Barr virus	SAMN01086559
SRR519821	NC_007605.1	100	99	431565	Epstein-Barr virus	SAMN01086560
SRR519822	NC_007605.1	100	97	748045	Epstein-Barr virus	SAMN01086561
SRR519823	NC_007605.1	100	99	107526	Epstein-Barr virus	SAMN01086562
SRR519824	NC_007605.1	100	98	518055	Epstein-Barr virus	SAMN01086563
SRR519825	NC_007605.1	100	99	127642	Epstein-Barr virus	SAMN01086564
SRR519826	NC_007605.1	99	99	333188	Epstein-Barr virus	SAMN01086565
SRR519827	NC_007605.1	100	99	187490	Epstein-Barr virus	SAMN01086566
SRR519828	NC_007605.1	99	99	17237	Epstein-Barr virus	SAMN01086567
SRR519829	NC_007605.1	100	99	223724	Epstein-Barr virus	SAMN01086568
SRR519830	NC_007605.1	100	99	168316	Epstein-Barr virus	SAMN01086569
SRR519831	NC_007605.1	100	98	595593	Epstein-Barr virus	SAMN01086570
SRR519832	NC_007605.1	100	99	509441	Epstein-Barr virus	SAMN01086571
SRR519833	NC_007605.1	83	99	39442	Epstein-Barr virus	SAMN01086572
SRR519834	NC_007605.1	98	99	69024	Epstein-Barr virus	SAMN01086573
SRR519835	NC_007605.1	99	99	208592	Epstein-Barr virus	SAMN01086574
SRR519836	NC_007605.1	98	99	118070	Epstein-Barr virus	SAMN01086575
SRR519837	NC_007605.1	98	99	28863	Epstein-Barr virus	SAMN01086576
SRR519838	NC_007605.1	98	99	33024	Epstein-Barr virus	SAMN01086577
SRR519839	NC_007605.1	99	99	145907	Epstein-Barr virus	SAMN01086578
SRR519840	NC_007605.1	98	99	46083	Epstein-Barr virus	SAMN01086579
SRR519841	NC_007605.1	98	99	56012	Epstein-Barr virus	SAMN01086580
SRR519842	NC_007605.1	98	99	50595	Epstein-Barr virus	SAMN01086581
SRR519843	NC_007605.1	98	99	196851	Epstein-Barr virus	SAMN01086582
SRR519844	NC_007605.1	99	99	588878	Epstein-Barr virus	SAMN01086583
SRR519845	NC_007605.1	98	99	253936	Epstein-Barr virus	SAMN01086584
SRR519846	NC_007605.1	98	99	40681	Epstein-Barr virus	SAMN01086585
SRR519847	NC_007605.1	98	99	88071	Epstein-Barr virus	SAMN01086586
SRR519848	NC_007605.1	99	99	92383	Epstein-Barr virus	SAMN01086587
SRR519849	NC_007605.1	98	99	330616	Epstein-Barr virus	SAMN01086588
SRR519850	NC_007605.1	98	99	102415	Epstein-Barr virus	SAMN01086589
SRR519851	NC_007605.1	99	99	86256	Epstein-Barr virus	SAMN01086590
SRR519852	NC_007605.1	100	99	77034	Epstein-Barr virus	SAMN01086591
SRR519853	NC_007605.1	100	98	47316	Epstein-Barr virus	SAMN01086592
SRR519855	NC_007605.1	98	99	70733	Epstein-Barr virus	SAMN01086594
SRR519856	NC_007605.1	100	98	30758	Epstein-Barr virus	SAMN01086595
SRR519857	NC_007605.1	99	99	37237	Epstein-Barr virus	SAMN01086596
SRR519858	NC_007605.1	98	99	50601	Epstein-Barr virus	SAMN01086597
SRR519859	NC_007605.1	98	99	68647	Epstein-Barr virus	SAMN01086598
SRR519860	NC_007605.1	100	99	172797	Epstein-Barr virus	SAMN01086599
SRR519861	NC_007605.1	99	99	104557	Epstein-Barr virus	SAMN01086600
SRR519862	NC_007605.1	98	99	157578	Epstein-Barr virus	SAMN01086601
SRR519863	NC_007605.1	99	99	325384	Epstein-Barr virus	SAMN01086602
SRR519864	NC_007605.1	95	99	10573	Epstein-Barr virus	SAMN01086603
SRR519865	NC_007605.1	98	99	227557	Epstein-Barr virus	SAMN01086604
SRR519866	NC_007605.1	100	99	109479	Epstein-Barr virus	SAMN01086605
SRR519867	NC_007605.1	98	99	51226	Epstein-Barr virus	SAMN01086606
SRR519868	NC_007605.1	98	99	82723	Epstein-Barr virus	SAMN01086607
SRR519869	NC_007605.1	98	99	111534	Epstein-Barr virus	SAMN01086608
SRR519870	NC_007605.1	98	99	47036	Epstein-Barr virus	SAMN01086609
SRR519871	NC_007605.1	98	99	210190	Epstein-Barr virus	SAMN01086610
SRR519872	NC_007605.1	98	99	27888	Epstein-Barr virus	SAMN01086611
SRR519873	NC_007605.1	98	99	245861	Epstein-Barr virus	SAMN01086612
SRR519874	NC_007605.1	99	99	130569	Epstein-Barr virus	SAMN01086613
SRR519875	NC_007605.1	99	99	178010	Epstein-Barr virus	SAMN01086614
SRR519876	NC_007605.1	98	99	64810	Epstein-Barr virus	SAMN01086615
SRR519877	NC_007605.1	99	99	539279	Epstein-Barr virus	SAMN01086616
SRR519878	NC_007605.1	99	99	128315	Epstein-Barr virus	SAMN01086617
SRR519879	NC_007605.1	99	99	185524	Epstein-Barr virus	SAMN01086618
SRR519880	NC_007605.1	99	99	266575	Epstein-Barr virus	SAMN01086619
SRR519881	NC_007605.1	99	99	153453	Epstein-Barr virus	SAMN01086620
SRR519882	NC_007605.1	100	99	356011	Epstein-Barr virus	SAMN01086621
SRR519883	NC_007605.1	99	99	227432	Epstein-Barr virus	SAMN01086622
SRR519884	NC_007605.1	99	99	336649	Epstein-Barr virus	SAMN01086623
SRR519885	NC_007605.1	99	99	194989	Epstein-Barr virus	SAMN01086624
SRR519886	NC_007605.1	99	99	214243	Epstein-Barr virus	SAMN01086625
SRR519887	NC_007605.1	99	99	165120	Epstein-Barr virus	SAMN01086626
SRR519888	NC_007605.1	99	99	158869	Epstein-Barr virus	SAMN01086627
SRR519889	NC_007605.1	99	99	220554	Epstein-Barr virus	SAMN01086628
SRR519890	NC_007605.1	98	99	94712	Epstein-Barr virus	SAMN01086629
SRR519891	NC_007605.1	100	99	219609	Epstein-Barr virus	SAMN01086630
SRR519892	NC_007605.1	99	99	447420	Epstein-Barr virus	SAMN01086631
SRR519893	NC_007605.1	99	99	437709	Epstein-Barr virus	SAMN01086632
SRR519894	NC_007605.1	99	99	396193	Epstein-Barr virus	SAMN01086633
SRR519895	NC_007605.1	99	99	377698	Epstein-Barr virus	SAMN01086634
SRR519896	NC_007605.1	99	99	469292	Epstein-Barr virus	SAMN01086635
SRR519897	NC_007605.1	99	99	240235	Epstein-Barr virus	SAMN01086636
SRR519898	NC_007605.1	99	99	418825	Epstein-Barr virus	SAMN01086637
SRR519899	NC_007605.1	99	99	203183	Epstein-Barr virus	SAMN01086638
SRR519900	NC_007605.1	99	99	187604	Epstein-Barr virus	SAMN01086639
SRR519901	NC_007605.1	100	99	281405	Epstein-Barr virus	SAMN01086640
SRR519902	NC_007605.1	99	99	276393	Epstein-Barr virus	SAMN01086641
SRR519903	NC_007605.1	100	99	110744	Epstein-Barr virus	SAMN01086642
SRR519904	NC_007605.1	99	99	347445	Epstein-Barr virus	SAMN01086643
SRR519905	NC_007605.1	99	99	473225	Epstein-Barr virus	SAMN01086644
SRR519906	NC_007605.1	100	99	107211	Epstein-Barr virus	SAMN01086645
SRR519907	NC_007605.1	100	98	517774	Epstein-Barr virus	SAMN01086646
SRR519908	NC_007605.1	100	99	127873	Epstein-Barr virus	SAMN01086647
SRR519909	NC_007605.1	99	99	332690	Epstein-Barr virus	SAMN01086648
SRR519910	NC_007605.1	99	99	356949	Epstein-Barr virus	SAMN01086649
SRR519911	NC_007605.1	100	98	28252	Epstein-Barr virus	SAMN01086650
SRR519912	NC_007605.1	100	97	747597	Epstein-Barr virus	SAMN01086651
SRR519913	NC_007605.1	100	99	135923	Epstein-Barr virus	SAMN01086652
SRR519914	NC_007605.1	99	99	585494	Epstein-Barr virus	SAMN01086653
SRR519915	NC_007605.1	99	99	464058	Epstein-Barr virus	SAMN01086654
SRR519916	NC_007605.1	99	99	278528	Epstein-Barr virus	SAMN01086655
SRR519917	NC_007605.1	100	99	568204	Epstein-Barr virus	SAMN01086656
SRR519918	NC_007605.1	100	99	437169	Epstein-Barr virus	SAMN01086657
SRR519919	NC_007605.1	100	99	77109	Epstein-Barr virus	SAMN01086658
SRR519920	NC_007605.1	100	98	47421	Epstein-Barr virus	SAMN01086659
SRR519921	NC_007605.1	99	99	375276	Epstein-Barr virus	SAMN01086660
SRR519922	NC_007605.1	98	99	70833	Epstein-Barr virus	SAMN01086661
SRR519923	NC_007605.1	99	99	102389	Epstein-Barr virus	SAMN01086662
SRR5204168	NC_009333.1	100	100	217566	Human herpesvirus 8	SAMN06252940
SRR5204169	NC_009333.1	100	100	193281	Human herpesvirus 8	SAMN06252939
SRR5204170	NC_009333.1	92	100	79210	Human herpesvirus 8	SAMN06252938
SRR5204171	NC_009333.1	100	100	227057	Human herpesvirus 8	SAMN06252937
